Meeting ID,Host,Feature,Event Type,Event time,View Count,Regeneration Count
M05014237,user7297@globalenterprise.com,Summary,Generated,2024-05-25 01:05:00,4,1
M05014238,user3681@globalenterprise.com,Summary,Generated,2024-05-27 02:00:00,4,1
M05014240,user3115@globalenterprise.com,Summary,Generated,2024-05-11 01:12:00,5,2
M05014241,user5260@globalenterprise.com,Summary,Generated,2024-05-24 01:59:00,2,1
M05014243,user4695@globalenterprise.com,Summary,Generated,2024-05-02 00:21:00,3,1
M05014244,user2562@globalenterprise.com,Summary,Generated,2024-05-16 01:22:00,4,1
M05014246,user5360@globalenterprise.com,Summary,Generated,2024-05-25 00:19:00,4,3
M05014247,user6659@globalenterprise.com,Summary,Generated,2024-05-28 01:01:00,3,3
M05014248,user3069@globalenterprise.com,Summary,Generated,2024-05-11 01:20:00,2,3
M05014251,user2350@globalenterprise.com,Summary,Generated,2024-05-25 00:43:00,3,3
M05014252,user1724@globalenterprise.com,Summary,Generated,2024-05-03 00:45:00,3,3
M05014253,user2836@globalenterprise.com,Summary,Generated,2024-05-03 01:41:00,3,1
M05014254,user7254@globalenterprise.com,Summary,Generated,2024-05-21 01:45:00,2,3
M05014255,user2183@globalenterprise.com,Summary,Generated,2024-05-14 01:51:00,5,3
M05014257,user4824@globalenterprise.com,Summary,Generated,2024-05-09 00:51:00,4,2
M05014258,user7001@globalenterprise.com,Summary,Generated,2024-05-13 00:46:00,5,1
M05014259,user3498@globalenterprise.com,Summary,Generated,2024-05-06 01:41:00,2,2
M05014261,user4686@globalenterprise.com,Summary,Generated,2024-05-09 01:29:00,3,3
M05014262,user4628@globalenterprise.com,Summary,Generated,2024-05-11 01:22:00,2,3
M05014263,user3905@globalenterprise.com,Summary,Generated,2024-05-03 01:45:00,4,3
M05014264,user2319@globalenterprise.com,Summary,Generated,2024-05-23 00:25:00,3,1
M05014265,user6709@globalenterprise.com,Summary,Generated,2024-05-23 00:33:00,2,3
M05014266,user6629@globalenterprise.com,Summary,Generated,2024-05-02 01:22:00,4,3
M05014270,user6645@globalenterprise.com,Summary,Generated,2024-05-18 01:21:00,4,2
M05014271,user3420@globalenterprise.com,Summary,Generated,2024-05-27 00:20:00,4,3
M05014273,user5122@globalenterprise.com,Summary,Generated,2024-05-29 01:58:00,5,3
M05014274,user2937@globalenterprise.com,Summary,Generated,2024-05-02 00:47:00,5,2
M05014275,user4481@globalenterprise.com,Summary,Generated,2024-05-11 01:02:00,4,1
M05014276,user7616@globalenterprise.com,Summary,Generated,2024-05-08 00:30:00,3,2
M05014277,user5323@globalenterprise.com,Summary,Generated,2024-05-09 00:51:00,2,2
M05014279,user480@globalenterprise.com,Summary,Generated,2024-05-21 00:27:00,2,1
M05014281,user140@globalenterprise.com,Summary,Generated,2024-05-03 00:39:00,4,3
M05014282,user4864@globalenterprise.com,Summary,Generated,2024-05-07 00:58:00,3,3
M05014283,user3529@globalenterprise.com,Summary,Generated,2024-05-06 01:57:00,3,1
M05014284,user3387@globalenterprise.com,Summary,Generated,2024-05-20 01:44:00,3,3
M05014287,user199@globalenterprise.com,Summary,Generated,2024-05-16 01:07:00,4,2
M05014292,user1532@globalenterprise.com,Summary,Generated,2024-05-16 01:28:00,3,1
M05014294,user5157@globalenterprise.com,Summary,Generated,2024-05-27 00:46:00,4,2
M05014295,user7279@globalenterprise.com,Summary,Generated,2024-05-25 00:44:00,5,1
M05014296,user658@globalenterprise.com,Summary,Generated,2024-05-29 00:49:00,3,2
M05014297,user129@globalenterprise.com,Summary,Generated,2024-05-13 00:57:00,4,1
M05014298,user7281@globalenterprise.com,Summary,Generated,2024-05-17 00:47:00,3,3
M05014299,user2390@globalenterprise.com,Summary,Generated,2024-05-22 01:08:00,4,2
M05014300,user500@globalenterprise.com,Summary,Generated,2024-05-24 00:59:00,2,1
M05014301,user3635@globalenterprise.com,Summary,Generated,2024-05-03 00:22:00,3,1
M05014302,user7635@globalenterprise.com,Summary,Generated,2024-05-21 00:50:00,3,3
M05014303,user7746@globalenterprise.com,Summary,Generated,2024-05-04 01:27:00,4,1
M05014304,user5029@globalenterprise.com,Summary,Generated,2024-05-06 00:46:00,3,2
M05014305,user3778@globalenterprise.com,Summary,Generated,2024-05-19 01:36:00,2,3
M05014306,user6581@globalenterprise.com,Summary,Generated,2024-05-25 01:39:00,4,1
M05014307,user2289@globalenterprise.com,Summary,Generated,2024-05-08 01:48:00,5,1
M05014308,user3647@globalenterprise.com,Summary,Generated,2024-05-21 00:57:00,5,1
M05014311,user878@globalenterprise.com,Summary,Generated,2024-05-11 01:32:00,2,2
M05014312,user286@globalenterprise.com,Summary,Generated,2024-05-07 01:48:00,4,2
M05014313,user7624@globalenterprise.com,Summary,Generated,2024-05-23 01:16:00,2,3
M05014315,user4457@globalenterprise.com,Summary,Generated,2024-05-12 01:51:00,3,3
M05014316,user5032@globalenterprise.com,Summary,Generated,2024-05-16 00:32:00,2,2
M05014317,user1626@globalenterprise.com,Summary,Generated,2024-05-15 01:24:00,3,2
M05014318,user5220@globalenterprise.com,Summary,Generated,2024-05-23 01:09:00,2,1
M05014319,user7309@globalenterprise.com,Summary,Generated,2024-05-11 01:59:00,4,2
M05014322,user7411@globalenterprise.com,Summary,Generated,2024-05-06 01:48:00,5,2
M05014325,user4663@globalenterprise.com,Summary,Generated,2024-05-09 01:15:00,5,2
M05014326,user6780@globalenterprise.com,Summary,Generated,2024-05-20 00:22:00,5,3
M05014327,user5362@globalenterprise.com,Summary,Generated,2024-05-04 01:44:00,2,3
M05014328,user549@globalenterprise.com,Summary,Generated,2024-05-09 01:48:00,5,1
M05014329,user4448@globalenterprise.com,Summary,Generated,2024-05-26 01:50:00,2,2
M05014330,user381@globalenterprise.com,Summary,Generated,2024-05-08 01:58:00,5,2
M05014331,user6591@globalenterprise.com,Summary,Generated,2024-05-22 00:51:00,3,2
M05014333,user1361@globalenterprise.com,Summary,Generated,2024-05-07 00:36:00,2,3
M05014334,user3970@globalenterprise.com,Summary,Generated,2024-05-24 00:32:00,4,3
M05014337,user6885@globalenterprise.com,Summary,Generated,2024-05-08 01:15:00,4,1
M05014338,user789@globalenterprise.com,Summary,Generated,2024-05-14 01:08:00,5,2
M05014343,user4554@globalenterprise.com,Summary,Generated,2024-05-16 01:59:00,2,3
M05014345,user4998@globalenterprise.com,Summary,Generated,2024-05-16 01:12:00,2,2
M05014347,user1698@globalenterprise.com,Summary,Generated,2024-05-10 01:45:00,5,1
M05014348,user7090@globalenterprise.com,Summary,Generated,2024-05-03 01:39:00,2,1
M05014349,user5366@globalenterprise.com,Summary,Generated,2024-05-22 00:48:00,3,2
M05014352,user5891@globalenterprise.com,Summary,Generated,2024-05-13 01:14:00,5,2
M05014357,user2226@globalenterprise.com,Summary,Generated,2024-05-03 01:22:00,4,3
M05014358,user3383@globalenterprise.com,Summary,Generated,2024-05-17 01:48:00,4,2
M05014359,user1083@globalenterprise.com,Summary,Generated,2024-05-22 00:18:00,2,2
M05014360,user3923@globalenterprise.com,Summary,Generated,2024-05-24 01:16:00,4,1
M05014361,user1337@globalenterprise.com,Summary,Generated,2024-05-09 00:31:00,5,1
M05014363,user7218@globalenterprise.com,Summary,Generated,2024-05-26 00:18:00,3,2
M05014367,user5213@globalenterprise.com,Summary,Generated,2024-05-17 01:18:00,2,2
M05014368,user4762@globalenterprise.com,Summary,Generated,2024-05-13 01:25:00,5,3
M05014371,user1183@globalenterprise.com,Summary,Generated,2024-05-11 00:33:00,4,1
M05014372,user834@globalenterprise.com,Summary,Generated,2024-05-06 02:00:00,3,1
M05014374,user7326@globalenterprise.com,Summary,Generated,2024-05-25 01:45:00,3,2
M05014375,user4120@globalenterprise.com,Summary,Generated,2024-05-18 01:09:00,5,1
M05014376,user6467@globalenterprise.com,Summary,Generated,2024-05-27 00:57:00,2,1
M05014377,user4630@globalenterprise.com,Summary,Generated,2024-05-15 01:52:00,4,2
M05014378,user3782@globalenterprise.com,Summary,Generated,2024-05-03 00:26:00,5,1
M05014379,user1025@globalenterprise.com,Summary,Generated,2024-05-16 01:39:00,4,1
M05014380,user2936@globalenterprise.com,Summary,Generated,2024-05-04 00:17:00,4,2
M05014381,user5502@globalenterprise.com,Summary,Generated,2024-05-09 00:35:00,2,2
M05014383,user3564@globalenterprise.com,Summary,Generated,2024-05-15 00:58:00,2,3
M05014384,user5569@globalenterprise.com,Summary,Generated,2024-05-28 01:11:00,3,3
M05014386,user4943@globalenterprise.com,Summary,Generated,2024-05-15 01:28:00,5,2
M05014387,user3521@globalenterprise.com,Summary,Generated,2024-05-16 01:04:00,5,1
M05014388,user1687@globalenterprise.com,Summary,Generated,2024-05-15 01:24:00,5,3
M05014389,user464@globalenterprise.com,Summary,Generated,2024-05-09 00:31:00,5,2
M05014391,user427@globalenterprise.com,Summary,Generated,2024-05-29 00:57:00,3,3
M05014392,user120@globalenterprise.com,Summary,Generated,2024-05-26 01:53:00,4,3
M05014393,user7772@globalenterprise.com,Summary,Generated,2024-05-02 00:29:00,2,3
M05014395,user1399@globalenterprise.com,Summary,Generated,2024-05-09 00:23:00,4,3
M05014396,user1736@globalenterprise.com,Summary,Generated,2024-05-10 01:18:00,3,1
M05014397,user3167@globalenterprise.com,Summary,Generated,2024-05-28 01:14:00,3,3
M05014398,user6201@globalenterprise.com,Summary,Generated,2024-05-07 00:31:00,4,2
M05014399,user6280@globalenterprise.com,Summary,Generated,2024-05-19 01:49:00,4,1
M05014400,user4234@globalenterprise.com,Summary,Generated,2024-05-08 01:18:00,4,2
M05014402,user6221@globalenterprise.com,Summary,Generated,2024-05-03 00:20:00,2,1
M05014404,user539@globalenterprise.com,Summary,Generated,2024-05-08 01:30:00,5,2
M05014405,user822@globalenterprise.com,Summary,Generated,2024-05-13 01:18:00,4,3
M05014409,user4366@globalenterprise.com,Summary,Generated,2024-05-26 01:25:00,2,1
M05014410,user6320@globalenterprise.com,Summary,Generated,2024-05-02 00:28:00,4,1
M05014411,user4092@globalenterprise.com,Summary,Generated,2024-05-29 01:36:00,2,2
M05014412,user6611@globalenterprise.com,Summary,Generated,2024-05-07 00:18:00,4,2
M05014414,user320@globalenterprise.com,Summary,Generated,2024-05-19 01:58:00,2,1
M05014417,user4138@globalenterprise.com,Summary,Generated,2024-05-17 01:20:00,2,2
M05014418,user4695@globalenterprise.com,Summary,Generated,2024-05-27 00:55:00,2,1
M05014420,user4475@globalenterprise.com,Summary,Generated,2024-05-06 00:44:00,4,2
M05014421,user3972@globalenterprise.com,Summary,Generated,2024-05-20 01:02:00,3,2
M05014422,user7372@globalenterprise.com,Summary,Generated,2024-05-02 01:14:00,4,1
M05014424,user7716@globalenterprise.com,Summary,Generated,2024-05-05 01:01:00,5,2
M05014425,user2736@globalenterprise.com,Summary,Generated,2024-05-19 00:45:00,2,1
M05014426,user3143@globalenterprise.com,Summary,Generated,2024-05-16 01:00:00,4,1
M05014427,user2780@globalenterprise.com,Summary,Generated,2024-05-14 00:34:00,3,2
M05014428,user5432@globalenterprise.com,Summary,Generated,2024-05-29 01:32:00,5,3
M05014430,user1288@globalenterprise.com,Summary,Generated,2024-05-19 01:37:00,2,1
M05014434,user119@globalenterprise.com,Summary,Generated,2024-05-04 00:58:00,2,3
M05014438,user312@globalenterprise.com,Summary,Generated,2024-05-04 01:12:00,4,2
M05014439,user6767@globalenterprise.com,Summary,Generated,2024-05-16 00:38:00,5,2
M05014440,user4252@globalenterprise.com,Summary,Generated,2024-05-28 01:58:00,5,1
M05014441,user5450@globalenterprise.com,Summary,Generated,2024-05-13 01:48:00,2,3
M05014442,user3561@globalenterprise.com,Summary,Generated,2024-05-22 01:02:00,4,2
M05014443,user7535@globalenterprise.com,Summary,Generated,2024-05-22 01:09:00,4,1
M05014447,user3135@globalenterprise.com,Summary,Generated,2024-05-04 01:05:00,2,1
M05014451,user2785@globalenterprise.com,Summary,Generated,2024-05-23 01:48:00,3,2
M05014452,user2543@globalenterprise.com,Summary,Generated,2024-05-05 00:40:00,3,3
M05014453,user1459@globalenterprise.com,Summary,Generated,2024-05-03 00:25:00,2,1
M05014454,user6376@globalenterprise.com,Summary,Generated,2024-05-03 01:30:00,4,3
M05014455,user2789@globalenterprise.com,Summary,Generated,2024-05-02 00:15:00,4,2
M05014456,user4901@globalenterprise.com,Summary,Generated,2024-05-05 01:17:00,2,2
M05014457,user7626@globalenterprise.com,Summary,Generated,2024-05-09 00:55:00,4,3
M05014459,user7342@globalenterprise.com,Summary,Generated,2024-05-16 00:49:00,4,3
M05014460,user7612@globalenterprise.com,Summary,Generated,2024-05-15 01:37:00,4,3
M05014461,user3094@globalenterprise.com,Summary,Generated,2024-05-17 01:46:00,3,1
M05014462,user6462@globalenterprise.com,Summary,Generated,2024-05-04 01:18:00,4,2
M05014463,user3273@globalenterprise.com,Summary,Generated,2024-05-18 01:31:00,3,1
M05014464,user6564@globalenterprise.com,Summary,Generated,2024-05-15 01:16:00,4,1
M05014465,user7524@globalenterprise.com,Summary,Generated,2024-05-09 00:37:00,5,2
M05014466,user3865@globalenterprise.com,Summary,Generated,2024-05-17 01:18:00,3,2
M05014467,user1643@globalenterprise.com,Summary,Generated,2024-05-28 00:47:00,4,1
M05014468,user1044@globalenterprise.com,Summary,Generated,2024-05-28 01:17:00,5,3
M05014469,user4071@globalenterprise.com,Summary,Generated,2024-05-24 00:58:00,2,2
M05014470,user5675@globalenterprise.com,Summary,Generated,2024-05-09 01:18:00,5,2
M05014471,user5446@globalenterprise.com,Summary,Generated,2024-05-02 01:59:00,3,3
M05014477,user4385@globalenterprise.com,Summary,Generated,2024-05-23 01:02:00,2,1
M05014478,user624@globalenterprise.com,Summary,Generated,2024-05-24 01:17:00,2,3
M05014479,user4134@globalenterprise.com,Summary,Generated,2024-05-04 01:22:00,2,3
M05014482,user6274@globalenterprise.com,Summary,Generated,2024-05-18 00:37:00,4,1
M05014483,user1440@globalenterprise.com,Summary,Generated,2024-05-26 00:49:00,2,3
M05014484,user257@globalenterprise.com,Summary,Generated,2024-05-04 01:12:00,4,1
M05014485,user80@globalenterprise.com,Summary,Generated,2024-05-24 01:52:00,2,2
M05014486,user1528@globalenterprise.com,Summary,Generated,2024-05-08 01:44:00,2,1
M05014487,user5207@globalenterprise.com,Summary,Generated,2024-05-09 01:56:00,3,2
M05014488,user2786@globalenterprise.com,Summary,Generated,2024-05-24 00:24:00,5,2
M05014489,user6@globalenterprise.com,Summary,Generated,2024-05-09 00:51:00,4,1
M05014490,user7746@globalenterprise.com,Summary,Generated,2024-05-05 01:04:00,2,2
M05014491,user5985@globalenterprise.com,Summary,Generated,2024-05-29 00:29:00,5,3
M05014494,user6163@globalenterprise.com,Summary,Generated,2024-05-02 01:54:00,3,3
M05014495,user5131@globalenterprise.com,Summary,Generated,2024-05-16 00:46:00,4,3
M05014496,user5171@globalenterprise.com,Summary,Generated,2024-05-13 00:17:00,3,2
M05014498,user4878@globalenterprise.com,Summary,Generated,2024-05-08 00:25:00,3,3
M05014499,user3680@globalenterprise.com,Summary,Generated,2024-05-29 01:21:00,4,3
M05014500,user4976@globalenterprise.com,Summary,Generated,2024-05-22 01:59:00,2,3
M05014501,user5445@globalenterprise.com,Summary,Generated,2024-05-05 01:23:00,5,2
M05014502,user3239@globalenterprise.com,Summary,Generated,2024-05-25 01:36:00,2,3
M05014503,user7267@globalenterprise.com,Summary,Generated,2024-05-04 01:39:00,5,1
M05014504,user3041@globalenterprise.com,Summary,Generated,2024-05-10 01:56:00,4,1
M05014505,user1198@globalenterprise.com,Summary,Generated,2024-05-28 01:06:00,2,1
M05014509,user3151@globalenterprise.com,Summary,Generated,2024-05-04 01:33:00,5,2
M05014510,user1493@globalenterprise.com,Summary,Generated,2024-05-15 01:11:00,4,1
M05014511,user3687@globalenterprise.com,Summary,Generated,2024-05-13 00:49:00,3,3
M05014512,user3569@globalenterprise.com,Summary,Generated,2024-05-06 00:28:00,2,1
M05014514,user7007@globalenterprise.com,Summary,Generated,2024-05-23 01:12:00,5,2
M05014516,user6326@globalenterprise.com,Summary,Generated,2024-05-25 01:30:00,2,3
M05014517,user4014@globalenterprise.com,Summary,Generated,2024-05-07 00:51:00,4,3
M05014519,user6075@globalenterprise.com,Summary,Generated,2024-05-27 00:59:00,3,1
M05014520,user5355@globalenterprise.com,Summary,Generated,2024-05-13 01:09:00,2,2
M05014521,user3419@globalenterprise.com,Summary,Generated,2024-05-15 01:14:00,3,1
M05014522,user4722@globalenterprise.com,Summary,Generated,2024-05-26 01:21:00,5,1
M05014523,user4221@globalenterprise.com,Summary,Generated,2024-05-24 00:27:00,5,1
M05014525,user4966@globalenterprise.com,Summary,Generated,2024-05-26 01:22:00,4,2
M05014526,user3058@globalenterprise.com,Summary,Generated,2024-05-17 00:38:00,5,3
M05014527,user7449@globalenterprise.com,Summary,Generated,2024-05-28 01:34:00,3,2
M05014528,user3649@globalenterprise.com,Summary,Generated,2024-05-29 01:36:00,5,1
M05014529,user2770@globalenterprise.com,Summary,Generated,2024-05-18 00:23:00,4,3
M05014531,user1862@globalenterprise.com,Summary,Generated,2024-05-22 01:08:00,2,1
M05014533,user3045@globalenterprise.com,Summary,Generated,2024-05-17 01:16:00,2,2
M05014535,user1570@globalenterprise.com,Summary,Generated,2024-05-17 00:50:00,5,1
M05014536,user6640@globalenterprise.com,Summary,Generated,2024-05-13 00:28:00,2,2
M05014538,user2446@globalenterprise.com,Summary,Generated,2024-05-12 00:27:00,5,3
M05014539,user5626@globalenterprise.com,Summary,Generated,2024-05-29 01:08:00,5,3
M05014540,user3003@globalenterprise.com,Summary,Generated,2024-05-26 01:37:00,5,1
M05014541,user2335@globalenterprise.com,Summary,Generated,2024-05-21 01:45:00,4,1
M05014542,user1942@globalenterprise.com,Summary,Generated,2024-05-14 00:26:00,4,2
M05014543,user4818@globalenterprise.com,Summary,Generated,2024-05-18 01:35:00,3,3
M05014546,user1542@globalenterprise.com,Summary,Generated,2024-05-06 01:19:00,4,3
M05014547,user2567@globalenterprise.com,Summary,Generated,2024-05-13 00:47:00,5,3
M05014548,user6966@globalenterprise.com,Summary,Generated,2024-05-12 00:17:00,5,3
M05014549,user5881@globalenterprise.com,Summary,Generated,2024-05-04 00:39:00,3,1
M05014550,user5976@globalenterprise.com,Summary,Generated,2024-05-21 00:56:00,3,2
M05014551,user365@globalenterprise.com,Summary,Generated,2024-05-27 00:19:00,5,3
M05014552,user1868@globalenterprise.com,Summary,Generated,2024-05-28 01:40:00,2,1
M05014553,user2936@globalenterprise.com,Summary,Generated,2024-05-20 01:01:00,2,3
M05014555,user2040@globalenterprise.com,Summary,Generated,2024-05-12 01:14:00,3,2
M05014556,user732@globalenterprise.com,Summary,Generated,2024-05-28 01:30:00,2,2
M05014558,user6525@globalenterprise.com,Summary,Generated,2024-05-13 00:27:00,3,2
M05014559,user1777@globalenterprise.com,Summary,Generated,2024-05-27 00:30:00,3,1
M05014560,user5119@globalenterprise.com,Summary,Generated,2024-05-09 01:05:00,5,2
M05014561,user3509@globalenterprise.com,Summary,Generated,2024-05-22 00:52:00,5,2
M05014563,user1136@globalenterprise.com,Summary,Generated,2024-05-10 01:25:00,5,3
M05014565,user5002@globalenterprise.com,Summary,Generated,2024-05-17 01:09:00,4,2
M05014567,user4983@globalenterprise.com,Summary,Generated,2024-05-06 01:50:00,2,1
M05014575,user7141@globalenterprise.com,Summary,Generated,2024-05-26 00:39:00,4,1
M05014576,user3931@globalenterprise.com,Summary,Generated,2024-05-04 01:29:00,5,3
M05014577,user501@globalenterprise.com,Summary,Generated,2024-05-26 00:35:00,3,2
M05014578,user7656@globalenterprise.com,Summary,Generated,2024-05-03 01:07:00,4,3
M05014580,user544@globalenterprise.com,Summary,Generated,2024-05-17 01:28:00,4,2
M05014581,user3217@globalenterprise.com,Summary,Generated,2024-05-21 01:12:00,5,3
M05014582,user5312@globalenterprise.com,Summary,Generated,2024-05-16 00:56:00,5,3
M05014584,user6508@globalenterprise.com,Summary,Generated,2024-05-16 00:52:00,3,1
M05014587,user5696@globalenterprise.com,Summary,Generated,2024-05-11 01:15:00,4,1
M05014588,user355@globalenterprise.com,Summary,Generated,2024-05-20 00:40:00,4,1
M05014591,user214@globalenterprise.com,Summary,Generated,2024-05-08 01:32:00,5,3
M05014593,user1811@globalenterprise.com,Summary,Generated,2024-05-25 00:44:00,2,3
M05014594,user3387@globalenterprise.com,Summary,Generated,2024-05-22 01:32:00,5,3
M05014595,user1895@globalenterprise.com,Summary,Generated,2024-05-24 00:32:00,4,3
M05014596,user3731@globalenterprise.com,Summary,Generated,2024-05-20 01:40:00,3,2
M05014597,user4935@globalenterprise.com,Summary,Generated,2024-05-22 01:30:00,2,2
M05014599,user317@globalenterprise.com,Summary,Generated,2024-05-29 01:26:00,4,3
M05014600,user814@globalenterprise.com,Summary,Generated,2024-05-24 01:46:00,5,3
M05014602,user7274@globalenterprise.com,Summary,Generated,2024-05-26 01:00:00,5,2
M05014604,user6870@globalenterprise.com,Summary,Generated,2024-05-10 01:49:00,4,3
M05014605,user244@globalenterprise.com,Summary,Generated,2024-05-28 01:39:00,4,1
M05014606,user6473@globalenterprise.com,Summary,Generated,2024-05-25 00:27:00,5,2
M05014608,user354@globalenterprise.com,Summary,Generated,2024-05-20 01:36:00,2,2
M05014609,user5835@globalenterprise.com,Summary,Generated,2024-05-22 01:18:00,2,3
M05014610,user304@globalenterprise.com,Summary,Generated,2024-05-19 01:31:00,5,3
M05014612,user6721@globalenterprise.com,Summary,Generated,2024-05-26 00:15:00,2,1
M05014613,user4671@globalenterprise.com,Summary,Generated,2024-05-02 00:54:00,3,2
M05014615,user642@globalenterprise.com,Summary,Generated,2024-05-08 00:24:00,3,2
M05014616,user4177@globalenterprise.com,Summary,Generated,2024-05-21 01:37:00,2,2
M05014618,user5465@globalenterprise.com,Summary,Generated,2024-05-25 01:09:00,4,1
M05014620,user6936@globalenterprise.com,Summary,Generated,2024-05-04 01:44:00,3,1
M05014621,user4597@globalenterprise.com,Summary,Generated,2024-05-18 00:16:00,5,2
M05014622,user165@globalenterprise.com,Summary,Generated,2024-05-09 01:47:00,4,1
M05014623,user1987@globalenterprise.com,Summary,Generated,2024-05-23 01:20:00,3,1
M05014624,user3945@globalenterprise.com,Summary,Generated,2024-05-29 00:24:00,5,2
M05014625,user7652@globalenterprise.com,Summary,Generated,2024-05-25 01:07:00,5,1
M05014626,user4366@globalenterprise.com,Summary,Generated,2024-05-10 01:40:00,5,2
M05014627,user7446@globalenterprise.com,Summary,Generated,2024-05-05 00:36:00,4,1
M05014629,user1315@globalenterprise.com,Summary,Generated,2024-05-06 01:38:00,5,2
M05014631,user971@globalenterprise.com,Summary,Generated,2024-05-22 01:14:00,2,1
M05014633,user6772@globalenterprise.com,Summary,Generated,2024-05-27 00:29:00,2,1
M05014634,user672@globalenterprise.com,Summary,Generated,2024-05-12 00:25:00,3,1
M05014635,user2161@globalenterprise.com,Summary,Generated,2024-05-29 01:05:00,2,3
M05014637,user2614@globalenterprise.com,Summary,Generated,2024-05-04 00:49:00,2,2
M05014639,user7309@globalenterprise.com,Summary,Generated,2024-05-20 01:25:00,4,1
M05014640,user6600@globalenterprise.com,Summary,Generated,2024-05-03 01:10:00,5,1
M05014641,user7354@globalenterprise.com,Summary,Generated,2024-05-05 01:08:00,3,2
M05014642,user1340@globalenterprise.com,Summary,Generated,2024-05-14 00:34:00,2,3
M05014643,user5184@globalenterprise.com,Summary,Generated,2024-05-26 01:48:00,5,2
M05014646,user2320@globalenterprise.com,Summary,Generated,2024-05-29 00:23:00,3,3
M05014648,user6213@globalenterprise.com,Summary,Generated,2024-05-05 00:35:00,4,1
M05014649,user3784@globalenterprise.com,Summary,Generated,2024-05-10 01:05:00,5,3
M05014650,user5275@globalenterprise.com,Summary,Generated,2024-05-22 01:01:00,4,1
M05014652,user3952@globalenterprise.com,Summary,Generated,2024-05-08 00:41:00,2,1
M05014654,user7759@globalenterprise.com,Summary,Generated,2024-05-15 00:55:00,2,2
M05014655,user3005@globalenterprise.com,Summary,Generated,2024-05-17 00:32:00,5,2
M05014657,user124@globalenterprise.com,Summary,Generated,2024-05-07 00:55:00,2,3
M05014658,user416@globalenterprise.com,Summary,Generated,2024-05-21 01:09:00,3,2
M05014659,user1448@globalenterprise.com,Summary,Generated,2024-05-14 00:28:00,3,1
M05014661,user899@globalenterprise.com,Summary,Generated,2024-05-24 00:18:00,4,2
M05014662,user2250@globalenterprise.com,Summary,Generated,2024-05-26 01:37:00,2,1
M05014664,user2593@globalenterprise.com,Summary,Generated,2024-05-14 00:37:00,3,1
M05014665,user7575@globalenterprise.com,Summary,Generated,2024-05-21 01:54:00,3,3
M05014666,user2719@globalenterprise.com,Summary,Generated,2024-05-24 01:56:00,2,3
M05014668,user969@globalenterprise.com,Summary,Generated,2024-05-19 00:57:00,4,2
M05014669,user313@globalenterprise.com,Summary,Generated,2024-05-05 01:21:00,4,3
M05014671,user6318@globalenterprise.com,Summary,Generated,2024-05-09 01:41:00,2,2
M05014672,user3390@globalenterprise.com,Summary,Generated,2024-05-17 01:51:00,3,1
M05014673,user3017@globalenterprise.com,Summary,Generated,2024-05-16 01:39:00,3,3
M05014674,user5726@globalenterprise.com,Summary,Generated,2024-05-10 00:38:00,4,2
M05014676,user1568@globalenterprise.com,Summary,Generated,2024-05-14 01:18:00,5,2
M05014677,user6905@globalenterprise.com,Summary,Generated,2024-05-03 01:04:00,5,3
M05014678,user692@globalenterprise.com,Summary,Generated,2024-05-06 01:58:00,2,1
M05014679,user5771@globalenterprise.com,Summary,Generated,2024-05-20 00:19:00,4,1
M05014680,user787@globalenterprise.com,Summary,Generated,2024-05-26 00:43:00,5,1
M05014681,user2510@globalenterprise.com,Summary,Generated,2024-05-06 00:28:00,4,2
M05014682,user7277@globalenterprise.com,Summary,Generated,2024-05-03 01:41:00,3,1
M05014683,user5455@globalenterprise.com,Summary,Generated,2024-05-09 01:26:00,2,3
M05014684,user2900@globalenterprise.com,Summary,Generated,2024-05-06 00:16:00,4,1
M05014685,user945@globalenterprise.com,Summary,Generated,2024-05-23 01:56:00,5,1
M05014686,user4930@globalenterprise.com,Summary,Generated,2024-05-08 01:50:00,5,2
M05014687,user3399@globalenterprise.com,Summary,Generated,2024-05-12 00:26:00,5,3
M05014688,user978@globalenterprise.com,Summary,Generated,2024-05-17 00:48:00,5,3
M05014689,user6393@globalenterprise.com,Summary,Generated,2024-05-15 01:32:00,4,3
M05014690,user4531@globalenterprise.com,Summary,Generated,2024-05-07 01:17:00,2,1
M05014691,user7563@globalenterprise.com,Summary,Generated,2024-05-24 01:59:00,2,2
M05014692,user2464@globalenterprise.com,Summary,Generated,2024-05-26 01:36:00,5,3
M05014693,user5043@globalenterprise.com,Summary,Generated,2024-05-04 01:21:00,4,2
M05014694,user4263@globalenterprise.com,Summary,Generated,2024-05-27 01:38:00,5,2
M05014695,user5264@globalenterprise.com,Summary,Generated,2024-05-17 01:08:00,5,1
M05014696,user4882@globalenterprise.com,Summary,Generated,2024-05-10 01:29:00,5,3
M05014699,user2004@globalenterprise.com,Summary,Generated,2024-05-23 01:15:00,3,2
M05014700,user3066@globalenterprise.com,Summary,Generated,2024-05-05 01:17:00,5,1
M05014701,user5351@globalenterprise.com,Summary,Generated,2024-05-07 01:18:00,3,2
M05014702,user4028@globalenterprise.com,Summary,Generated,2024-05-10 00:39:00,2,1
M05014703,user1170@globalenterprise.com,Summary,Generated,2024-05-17 01:07:00,2,3
M05014705,user6809@globalenterprise.com,Summary,Generated,2024-05-25 01:57:00,3,1
M05014706,user4972@globalenterprise.com,Summary,Generated,2024-05-14 00:29:00,5,2
M05014707,user1066@globalenterprise.com,Summary,Generated,2024-05-22 00:51:00,3,3
